GroupedDeckFaction,Name,Rarity,TotalCards,DecksWithCard,NormalizedTotalCards,DraftPack,Type,Faction,NumberOfDecks,PctDecksWithCard,AvgCopiesPerDeck
Combrei,Lingering Influence,Common,19,15,20.900000000000002,TRUE,Spell,Justice,41,36.6,1.3
Combrei,Watchful Amanera,Common,19,15,20.900000000000002,TRUE,Unit,Time,41,36.6,1.3
Combrei,High Alert,Common,18,16,18,FALSE,Fast Spell,Justice,41,39,1.1
Combrei,Displaced Oryctodon,Common,18,15,18,FALSE,Unit,Time,41,36.6,1.2
Combrei,Awakened Sentinel,Common,16,15,17.6,TRUE,Unit,Time,41,36.6,1.1
Combrei,Detain,Common,15,14,16.5,TRUE,Fast Spell,Justice,41,34.1,1.1
Combrei,Soaring Guard,Common,15,9,16.5,TRUE,Unit,Justice,41,22,1.7
Combrei,Amber Coin,Common,16,15,16,FALSE,Power,Time,41,36.6,1.1
Combrei,Omnivorous Vorlunk,Common,16,14,16,FALSE,Unit,Time,41,34.1,1.1
Combrei,Arcanum Elite,Common,15,14,15,FALSE,Unit,Time,41,34.1,1.1
Combrei,Horn of Plenty,Common,15,14,15,FALSE,Relic,Time,41,34.1,1.1
Combrei,Horned Vorlunk,Common,13,12,14.3,TRUE,Unit,Time,41,29.3,1.1
Combrei,Auric Lookout,Common,14,11,14,FALSE,Unit,Justice,41,26.8,1.3
Combrei,Spellstrike Sorceress,Common,14,11,14,FALSE,Unit,Justice,41,26.8,1.3
Combrei,Mithril Mace,Common,12,12,13.200000000000001,TRUE,Relic Weapon,Justice,41,29.3,1
Combrei,Sharpened Reflex,Common,12,11,13.200000000000001,TRUE,Fast Spell,Justice,41,26.8,1.1
Combrei,Deft Strike,Common,12,12,13.200000000000001,TRUE,Spell,Time,41,29.3,1
Combrei,Kosul Diplomat,Common,12,12,13.200000000000001,TRUE,Unit,Justice,41,29.3,1
Combrei,Emerald Coin,Common,13,12,13,FALSE,Power,Justice,41,29.3,1.1
Combrei,Copperhall Recruit,Common,11,9,12.100000000000001,TRUE,Unit,Justice,41,22,1.2
Combrei,Refresh,Common,11,11,12.100000000000001,TRUE,Fast Spell,Time,41,26.8,1
Combrei,Valkyrie Militant,Common,11,10,12.100000000000001,TRUE,Unit,Justice,41,24.4,1.1
Combrei,Sauropod Crasher,Common,12,8,12,FALSE,Unit,Time,41,19.5,1.5
Combrei,Seek Power,Common,10,10,11,TRUE,Spell,Neutral,41,24.4,1
Combrei,Kosul Curator,Common,11,10,11,FALSE,Unit,Justice,41,24.4,1.1
Combrei,Blink,Common,10,9,10,FALSE,Fast Spell,Time,41,22,1.1
Combrei,Envelop,Common,9,8,9.9,TRUE,Fast Spell,Time,41,19.5,1.1
Combrei,Mute,Common,9,8,9,FALSE,Fast Spell,Time,41,19.5,1.1
Combrei,Spire Spellsword,Common,8,5,8.8,TRUE,Unit,Justice,41,12.2,1.6
Combrei,Downfall,Common,8,7,8.8,TRUE,Spell,Justice,41,17.1,1.1
Combrei,Warfront Missionary,Common,8,8,8,FALSE,Unit,Justice,41,19.5,1
Combrei,Submerged Titan,Common,7,7,7,FALSE,Unit,Time,41,17.1,1
Combrei,Steadfast Deputy,Common,5,3,5.5,TRUE,Unit,Justice,41,7.3,1.7
Combrei,Phase Out,Common,5,4,5,FALSE,Spell,Time,41,9.8,1.2
Combrei,Pack Hunt,Common,4,4,4.4,TRUE,Spell,Time,41,9.8,1
Combrei,Excavation Assistant,Common,3,3,3.3000000000000003,TRUE,Unit,Time,41,7.3,1
Combrei,Tinker,Common,3,3,3.3000000000000003,TRUE,Spell,Justice,41,7.3,1
Combrei,Meditation,Common,3,3,3.3000000000000003,TRUE,Fast Spell,Time,41,7.3,1
Combrei,Granite Coin,Common,3,2,3,FALSE,Power,Fire,41,4.9,1.5
Combrei,Twin Sai,Common,3,3,3,FALSE,Relic Weapon,Justice,41,7.3,1
Combrei,Cobalt Coin,Common,3,3,3,FALSE,Power,Primal,41,7.3,1
Combrei,Worn Shield,Common,2,2,2.2,TRUE,Weapon,Neutral,41,4.9,1
Combrei,Viper's Bite,Common,2,2,2.2,TRUE,Fast Spell,Time,41,4.9,1
Combrei,Mob Rule,Common,2,1,2.2,TRUE,Fast Spell,Shadow,41,2.4,2
Combrei,Iron Hook,Common,2,2,2.2,TRUE,Relic Weapon,Neutral,41,4.9,1
Combrei,Kosul Bladebarrier,Common,2,2,2,FALSE,Unit,Justice,41,4.9,1
Combrei,Eviscerate,Common,2,1,2,FALSE,Spell,Shadow,41,2.4,2
Combrei,Heist,Common,2,2,2,FALSE,Spell,Justice,41,4.9,1
Combrei,Lightning Strike,Common,1,1,1.1,TRUE,Fast Spell,Primal,41,2.4,1
Combrei,Scheme,Common,1,1,1.1,TRUE,Spell,Shadow,41,2.4,1
Combrei,Dark Return,Common,1,1,1.1,TRUE,Spell,Shadow,41,2.4,1
Combrei,Venomfang Dagger,Common,1,1,1.1,TRUE,Weapon,Shadow,41,2.4,1
Combrei,Daze,Common,1,1,1.1,TRUE,Fast Spell,Neutral,41,2.4,1
Combrei,Pummel,Common,1,1,1.1,TRUE,Fast Spell,Fire,41,2.4,1
Combrei,Blinkwolf,Common,1,1,1.1,TRUE,Unit,Fire,41,2.4,1
Combrei,Backpacker's Machete,Common,1,1,1.1,TRUE,Weapon,Fire,41,2.4,1
Combrei,Cryptic Etchings,Common,1,1,1.1,TRUE,Relic,Time,41,2.4,1
Combrei,Spitfire,Common,1,1,1.1,TRUE,Relic,Fire,41,2.4,1
Combrei,Yeti Bully,Common,1,1,1,FALSE,Unit,Primal,41,2.4,1
Combrei,Death from Above,Common,1,1,1,FALSE,Spell,Primal,41,2.4,1
Combrei,Bandit's Flail,Common,1,1,1,FALSE,Relic Weapon,Shadow,41,2.4,1
Combrei,Razorquill,Common,1,1,1,FALSE,Unit,Shadow,41,2.4,1
Combrei,Char,Common,1,1,1,FALSE,Fast Spell,Fire,41,2.4,1
Combrei,Mining Team,Common,1,1,1,FALSE,Unit,Fire,41,2.4,1
Combrei,Outdraw,Common,1,1,1,FALSE,Spell,Fire,41,2.4,1
Combrei,Blurreechaser,Common,1,1,1,FALSE,Unit,Fire,41,2.4,1
Combrei,Blurred Stygimoloch,Uncommon,13,10,13,FALSE,Unit,Time,41,24.4,1.3
Combrei,Crownwatch Standard,Uncommon,9,8,11.700000000000001,TRUE,Power,Justice,41,19.5,1.1
Combrei,Relentless Deadshot,Uncommon,11,9,11,FALSE,Unit,Justice,41,22,1.2
Combrei,Plated Goliath,Uncommon,8,7,10.4,TRUE,Unit,Time,41,17.1,1.1
Combrei,Temple Standard,Uncommon,8,6,10.4,TRUE,Power,Time,41,14.6,1.3
Combrei,Steel Legion,Uncommon,10,10,10,FALSE,Unit,Justice,41,24.4,1
Combrei,Seat of Progress,Uncommon,7,7,9.1,TRUE,Power,Combrei,41,17.1,1
Combrei,Ceremonial Mask,Uncommon,7,7,9.1,TRUE,Relic Weapon,Justice,41,17.1,1
Combrei,Scorpion Wasp,Uncommon,7,6,9.1,TRUE,Unit,Time,41,14.6,1.2
Combrei,Combrei Insignia,Uncommon,8,8,8,FALSE,Power,Combrei,41,19.5,1
Combrei,Burdenbearer Wisp,Uncommon,7,7,7,FALSE,Unit,Time,41,17.1,1
Combrei,Venomous Mount,Uncommon,7,6,7,FALSE,Unit,Time,41,14.6,1.2
Combrei,Throne Warden,Uncommon,5,5,6.5,TRUE,Unit,Justice,41,12.2,1
Combrei,Healer's Cloak,Uncommon,5,5,6.5,TRUE,Weapon,Time,41,12.2,1
Combrei,Silverwing Familiar,Uncommon,4,4,5.2,TRUE,Unit,Justice,41,9.8,1
Combrei,Kosul Battlemage,Uncommon,4,4,5.2,TRUE,Unit,Justice,41,9.8,1
Combrei,Gathering Lights,Uncommon,4,3,5.2,TRUE,Spell,Time,41,7.3,1.3
Combrei,Stinging Wind,Uncommon,4,4,5.2,TRUE,Unit,Time,41,9.8,1
Combrei,Ancient Excavator,Uncommon,4,4,5.2,TRUE,Unit,Time,41,9.8,1
Combrei,Unseen Ghostblade,Uncommon,5,5,5,FALSE,Relic Weapon,Justice,41,12.2,1
Combrei,Valkyrie Accuser,Uncommon,4,4,4,FALSE,Unit,Justice,41,9.8,1
Combrei,Bulbous Humbug,Uncommon,4,4,4,FALSE,Unit,Time,41,9.8,1
Combrei,Novice Entomancer,Uncommon,4,3,4,FALSE,Unit,Time,41,7.3,1.3
Combrei,Temporal Adept,Uncommon,4,4,4,FALSE,Unit,Time,41,9.8,1
Combrei,Isolate,Uncommon,4,4,4,FALSE,Fast Spell,Justice,41,9.8,1
Combrei,Pioneering Aviator,Uncommon,4,4,4,FALSE,Unit,Justice,41,9.8,1
Combrei,Seat of Vengeance,Uncommon,3,2,3.9000000000000004,TRUE,Power,Argenport,41,4.9,1.5
Combrei,Suffocate,Uncommon,3,2,3.9000000000000004,TRUE,Spell,Shadow,41,4.9,1.5
Combrei,Defiance,Uncommon,3,3,3.9000000000000004,TRUE,Fast Spell,Justice,41,7.3,1
Combrei,Auric Weaponsmith,Uncommon,3,3,3.9000000000000004,TRUE,Unit,Justice,41,7.3,1
Combrei,Inner Might,Uncommon,3,3,3,FALSE,Fast Spell,Justice,41,7.3,1
Combrei,War Wagon,Uncommon,3,3,3,FALSE,Unit,Justice,41,7.3,1
Combrei,Seek Answers,Uncommon,3,3,3,FALSE,Spell,Neutral,41,7.3,1
Combrei,Adolescent Deathjaw,Uncommon,3,3,3,FALSE,Unit,Time,41,7.3,1
Combrei,Search Party,Uncommon,3,3,3,FALSE,Spell,Time,41,7.3,1
Combrei,Swirl the Sands,Uncommon,3,3,3,FALSE,Fast Spell,Time,41,7.3,1
Combrei,Seat of Order,Uncommon,2,2,2.6,TRUE,Power,Hooru,41,4.9,1
Combrei,Seat of Glory,Uncommon,2,1,2.6,TRUE,Power,Rakano,41,2.4,2
Combrei,Seat of Mystery,Uncommon,2,1,2.6,TRUE,Power,Xenan,41,2.4,2
Combrei,Ancient Lore,Uncommon,2,2,2.6,TRUE,Spell,Time,41,4.9,1
Combrei,Oasis Seeker,Uncommon,2,2,2.6,TRUE,Unit,Time,41,4.9,1
Combrei,Camp Physician,Uncommon,2,2,2.6,TRUE,Unit,Time,41,4.9,1
Combrei,Snapping Brushstalker,Uncommon,2,2,2.6,TRUE,Unit,Time,41,4.9,1
Combrei,Valkyrie Bodyguard,Uncommon,2,2,2.6,TRUE,Unit,Justice,41,4.9,1
Combrei,Rampart Arbalest,Uncommon,2,2,2.6,TRUE,Relic Weapon,Justice,41,4.9,1
Combrei,Porcelain Mask,Uncommon,2,2,2.6,TRUE,Relic,Time,41,4.9,1
Combrei,Silver Shortsword,Uncommon,2,2,2,FALSE,Relic Weapon,Justice,41,4.9,1
Combrei,Touch of Grace,Uncommon,2,2,2,FALSE,Fast Spell,Justice,41,4.9,1
Combrei,Kemmo's Blueprints,Uncommon,2,2,2,FALSE,Spell,Justice,41,4.9,1
Combrei,Trickster Mage,Uncommon,2,2,2,FALSE,Unit,Time,41,4.9,1
Combrei,Headhunter,Uncommon,2,2,2,FALSE,Unit,Justice,41,4.9,1
Combrei,Bronze Cuirass,Uncommon,1,1,1.3,TRUE,Weapon,Justice,41,2.4,1
Combrei,Excavate,Uncommon,1,1,1.3,TRUE,Fast Spell,Time,41,2.4,1
Combrei,Silverwing Smith,Uncommon,1,1,1.3,TRUE,Unit,Justice,41,2.4,1
Combrei,Encouragement,Uncommon,1,1,1.3,TRUE,Spell,Justice,41,2.4,1
Combrei,Resolute Paladin,Uncommon,1,1,1.3,TRUE,Unit,Justice,41,2.4,1
Combrei,Heirloom Blade,Uncommon,1,1,1.3,TRUE,Relic Weapon,Justice,41,2.4,1
Combrei,Initiation Bell,Uncommon,1,1,1.3,TRUE,Relic,Time,41,2.4,1
Combrei,Reality Shift,Uncommon,1,1,1.3,TRUE,Spell,Time,41,2.4,1
Combrei,Reclaim,Uncommon,1,1,1,FALSE,Spell,Justice,41,2.4,1
Combrei,Shieldcrafter,Uncommon,1,1,1,FALSE,Unit,Justice,41,2.4,1
Combrei,Ferocity of Bear,Uncommon,1,1,1,FALSE,Spell,Primal,41,2.4,1
Combrei,Zuberi's Longbow,Uncommon,1,1,1,FALSE,Weapon,Fire,41,2.4,1
Combrei,Spiteful Strike,Uncommon,1,1,1,FALSE,Fast Spell,Shadow,41,2.4,1
Combrei,Darkweave Enchantress,Uncommon,1,1,1,FALSE,Unit,Shadow,41,2.4,1
Combrei,Expedition Leader,Uncommon,1,1,1,FALSE,Unit,Time,41,2.4,1
Combrei,Patience,Uncommon,1,1,1,FALSE,Spell,Time,41,2.4,1
Combrei,Stillweave Shroud,Uncommon,1,1,1,FALSE,Weapon,Time,41,2.4,1
Feln,Advance Scout,Common,12,5,13.200000000000001,TRUE,Unit,Primal,11,45.5,2.4
Feln,Scaly Gruan,Common,10,7,11,TRUE,Unit,Primal,11,63.6,1.4
Feln,Lightning Strike,Common,8,5,8.8,TRUE,Fast Spell,Primal,11,45.5,1.6
Feln,Yeti Instigator,Common,8,7,8,FALSE,Unit,Primal,11,63.6,1.1
Feln,Mob Rule,Common,7,5,7.700000000000001,TRUE,Fast Spell,Shadow,11,45.5,1.4
Feln,Stonescar Outfitter,Common,7,6,7,FALSE,Unit,Shadow,11,54.5,1.2
Feln,Scheme,Common,6,5,6.6000000000000005,TRUE,Spell,Shadow,11,45.5,1.2
Feln,Dark Return,Common,6,6,6.6000000000000005,TRUE,Spell,Shadow,11,54.5,1
Feln,Scavenging Vulture,Common,6,6,6.6000000000000005,TRUE,Unit,Shadow,11,54.5,1
Feln,Extract,Common,6,4,6.6000000000000005,TRUE,Spell,Shadow,11,36.4,1.5
Feln,Razorquill,Common,6,6,6,FALSE,Unit,Shadow,11,54.5,1
Feln,Belligerent Yeti,Common,5,4,5,FALSE,Unit,Primal,11,36.4,1.2
Feln,Camp Surveyor,Common,5,4,5,FALSE,Unit,Primal,11,36.4,1.2
Feln,Bloodnurse,Common,5,3,5,FALSE,Unit,Shadow,11,27.3,1.7
Feln,Eviscerate,Common,5,5,5,FALSE,Spell,Shadow,11,45.5,1
Feln,Direwood Rampager,Common,4,4,4.4,TRUE,Unit,Shadow,11,36.4,1
Feln,Curator's Spear,Common,4,4,4.4,TRUE,Relic Weapon,Shadow,11,36.4,1
Feln,Flickerling,Common,4,3,4.4,TRUE,Unit,Shadow,11,27.3,1.3
Feln,Fend Off,Common,4,3,4,FALSE,Fast Spell,Primal,11,27.3,1.3
Feln,Furnish,Common,4,3,4,FALSE,Fast Spell,Primal,11,27.3,1.3
Feln,Fledgling Owlet,Common,4,3,4,FALSE,Unit,Primal,11,27.3,1.3
Feln,Angry Prophet,Common,4,2,4,FALSE,Unit,Shadow,11,18.2,2
Feln,Crooked Alleyguide,Common,4,4,4,FALSE,Unit,Shadow,11,36.4,1
Feln,Direwood Lurker,Common,4,4,4,FALSE,Unit,Shadow,11,36.4,1
Feln,Direfang Spider,Common,3,3,3.3000000000000003,TRUE,Unit,Shadow,11,27.3,1
Feln,Snowfort,Common,3,3,3.3000000000000003,TRUE,Relic,Primal,11,27.3,1
Feln,Torrential Downpour,Common,3,2,3.3000000000000003,TRUE,Spell,Primal,11,18.2,1.5
Feln,Granite Coin,Common,3,3,3,FALSE,Power,Fire,11,27.3,1
Feln,Cobalt Coin,Common,3,3,3,FALSE,Power,Primal,11,27.3,1
Feln,Elder Meditant,Common,3,3,3,FALSE,Unit,Primal,11,27.3,1
Feln,Diving Pteriax,Common,3,3,3,FALSE,Unit,Primal,11,27.3,1
Feln,Winnow,Common,3,2,3,FALSE,Spell,Shadow,11,18.2,1.5
Feln,Flash Freeze,Common,2,2,2.2,TRUE,Fast Spell,Primal,11,18.2,1
Feln,Aerial Ace,Common,2,1,2.2,TRUE,Unit,Primal,11,9.1,2
Feln,Venomfang Dagger,Common,2,2,2.2,TRUE,Weapon,Shadow,11,18.2,1
Feln,Seek Power,Common,2,1,2.2,TRUE,Spell,Neutral,11,9.1,2
Feln,Cloudsnake Hatchling,Common,2,2,2.2,TRUE,Unit,Primal,11,18.2,1
Feln,Cirso's Meddling,Common,2,2,2.2,TRUE,Fast Spell,Primal,11,18.2,1
Feln,Sorrow's Shroud,Common,2,2,2.2,TRUE,Weapon,Shadow,11,18.2,1
Feln,Lock Horns,Common,2,2,2.2,TRUE,Fast Spell,Shadow,11,18.2,1
Feln,Cabal Scavenger,Common,2,2,2.2,TRUE,Unit,Shadow,11,18.2,1
Feln,Death from Above,Common,2,2,2,FALSE,Spell,Primal,11,18.2,1
Feln,Murderous Flock,Common,2,2,2,FALSE,Unit,Primal,11,18.2,1
Feln,Amethyst Coin,Common,2,2,2,FALSE,Power,Shadow,11,18.2,1
Feln,Amber Coin,Common,2,1,2,FALSE,Power,Time,11,9.1,2
Feln,Worn Shield,Common,1,1,1.1,TRUE,Weapon,Neutral,11,9.1,1
Feln,Trailblaze,Common,1,1,1.1,TRUE,Fast Spell,Primal,11,9.1,1
Feln,Icebow,Common,1,1,1.1,TRUE,Weapon,Primal,11,9.1,1
Feln,Inspire Obedience,Common,1,1,1.1,TRUE,Spell,Shadow,11,9.1,1
Feln,Voracious Fosora,Common,1,1,1.1,TRUE,Unit,Primal,11,9.1,1
Feln,Iron Hook,Common,1,1,1.1,TRUE,Relic Weapon,Neutral,11,9.1,1
Feln,Retribution,Common,1,1,1,FALSE,Spell,Justice,11,9.1,1
Feln,Fragility,Common,1,1,1,FALSE,Curse,Primal,11,9.1,1
Feln,Snowmass Jotun,Common,1,1,1,FALSE,Unit,Primal,11,9.1,1
Feln,Boot Knife,Common,1,1,1,FALSE,Relic Weapon,Shadow,11,9.1,1
Feln,Streets Aflame,Common,1,1,1,FALSE,Fast Spell,Fire,11,9.1,1
Feln,Omnivorous Vorlunk,Common,1,1,1,FALSE,Unit,Time,11,9.1,1
Feln,Horn of Plenty,Common,1,1,1,FALSE,Relic,Time,11,9.1,1
Feln,Spiteful Strike,Uncommon,7,6,7,FALSE,Fast Spell,Shadow,11,54.5,1.2
Feln,Frost Elemental,Uncommon,6,4,6,FALSE,Unit,Primal,11,36.4,1.5
Feln,Lightning Sprite,Uncommon,6,4,6,FALSE,Unit,Primal,11,36.4,1.5
Feln,Death Ripple,Uncommon,6,6,6,FALSE,Spell,Shadow,11,54.5,1
Feln,Lethrai Direbeast,Uncommon,5,4,5,FALSE,Unit,Shadow,11,36.4,1.2
Feln,Cloudsnake Matriarch,Uncommon,4,3,4,FALSE,Unit,Primal,11,27.3,1.3
Feln,Umbren Voidbringer,Uncommon,4,2,4,FALSE,Unit,Shadow,11,18.2,2
Feln,Wretched Talon,Uncommon,4,4,4,FALSE,Relic Weapon,Shadow,11,36.4,1
Feln,Feln Insignia,Uncommon,4,4,4,FALSE,Power,Feln,11,36.4,1
Feln,Stormcaller,Uncommon,3,2,3.9000000000000004,TRUE,Unit,Primal,11,18.2,1.5
Feln,Skycrag Wyvarch,Uncommon,3,2,3.9000000000000004,TRUE,Unit,Primal,11,18.2,1.5
Feln,Sadistic Glee,Uncommon,3,3,3.9000000000000004,TRUE,Unit,Shadow,11,27.3,1
Feln,Aggressive Ursine,Uncommon,3,2,3,FALSE,Unit,Primal,11,18.2,1.5
Feln,Seat of Cunning,Uncommon,2,2,2.6,TRUE,Power,Feln,11,18.2,1
Feln,Wild Cloudsnake,Uncommon,2,2,2.6,TRUE,Unit,Primal,11,18.2,1
Feln,Beastcaller's Amulet,Uncommon,2,1,2.6,TRUE,Weapon,Shadow,11,9.1,2
Feln,Cabal Cutthroat,Uncommon,2,2,2.6,TRUE,Unit,Shadow,11,18.2,1
Feln,Horsesnatcher Bat,Uncommon,2,2,2.6,TRUE,Unit,Shadow,11,18.2,1
Feln,Cabal Standard,Uncommon,2,2,2.6,TRUE,Power,Shadow,11,18.2,1
Feln,Good Idea at the Time,Uncommon,2,2,2,FALSE,Spell,Primal,11,18.2,1
Feln,Swift Refusal,Uncommon,2,2,2,FALSE,Fast Spell,Primal,11,18.2,1
Feln,Avalanche Yeti,Uncommon,2,2,2,FALSE,Unit,Primal,11,18.2,1
Feln,Peaktop Trekker,Uncommon,2,1,2,FALSE,Unit,Primal,11,9.1,2
Feln,Auric Reclaimer,Uncommon,2,2,2,FALSE,Unit,Shadow,11,18.2,1
Feln,Stained Honor,Uncommon,2,2,2,FALSE,Unit,Shadow,11,18.2,1
Feln,Hunting Anoura,Uncommon,2,2,2,FALSE,Unit,Shadow,11,18.2,1
Feln,Seat of Order,Uncommon,1,1,1.3,TRUE,Power,Hooru,11,9.1,1
Feln,Seat of Chaos,Uncommon,1,1,1.3,TRUE,Power,Stonescar,11,9.1,1
Feln,Seat of Mystery,Uncommon,1,1,1.3,TRUE,Power,Xenan,11,9.1,1
Feln,Ancient Lore,Uncommon,1,1,1.3,TRUE,Spell,Time,11,9.1,1
Feln,Permafrost,Uncommon,1,1,1.3,TRUE,Curse,Primal,11,9.1,1
Feln,Tundra Explorer,Uncommon,1,1,1.3,TRUE,Unit,Primal,11,9.1,1
Feln,Lifedrinker,Uncommon,1,1,1.3,TRUE,Relic Weapon,Shadow,11,9.1,1
Feln,Diplomatic Seal,Uncommon,1,1,1.3,TRUE,Power,Neutral,11,9.1,1
Feln,Scare,Uncommon,1,1,1.3,TRUE,Fast Spell,Shadow,11,9.1,1
Feln,Fearless Yeti,Uncommon,1,1,1.3,TRUE,Unit,Primal,11,9.1,1
Feln,Freewing Glider,Uncommon,1,1,1.3,TRUE,Weapon,Primal,11,9.1,1
Feln,Shugo Standard,Uncommon,1,1,1.3,TRUE,Power,Fire,11,9.1,1
Feln,Clan Standard,Uncommon,1,1,1.3,TRUE,Power,Primal,11,9.1,1
Feln,Umbren Deathwatcher,Uncommon,1,1,1.3,TRUE,Unit,Shadow,11,9.1,1
Feln,Pitfall Trap,Uncommon,1,1,1.3,TRUE,Relic,Primal,11,9.1,1
Feln,Storm Spiral,Uncommon,1,1,1.3,TRUE,Fast Spell,Primal,11,9.1,1
Feln,Gustrider,Uncommon,1,1,1,FALSE,Unit,Primal,11,9.1,1
Feln,Keen Saddleback,Uncommon,1,1,1,FALSE,Unit,Primal,11,9.1,1
Feln,Remembrance,Uncommon,1,1,1,FALSE,Spell,Shadow,11,9.1,1
Feln,Cabal Repeater,Uncommon,1,1,1,FALSE,Unit,Shadow,11,9.1,1
Feln,Darkweave Enchantress,Uncommon,1,1,1,FALSE,Unit,Shadow,11,9.1,1
Feln,Withering Touch,Uncommon,1,1,1,FALSE,Fast Spell,Shadow,11,9.1,1
Feln,Fallen Militiaman,Uncommon,1,1,1,FALSE,Unit,Shadow,11,9.1,1
Feln,Hooru Insignia,Uncommon,1,1,1,FALSE,Power,Hooru,11,9.1,1
Feln,Seek Answers,Uncommon,1,1,1,FALSE,Spell,Neutral,11,9.1,1
Feln,Heretic's Cannon,Uncommon,1,1,1,FALSE,Weapon,Fire,11,9.1,1
Feln,Adolescent Deathjaw,Uncommon,1,1,1,FALSE,Unit,Time,11,9.1,1
Feln,Blurred Stygimoloch,Uncommon,1,1,1,FALSE,Unit,Time,11,9.1,1
Elysian,Wurmstone,Common,17,11,18.700000000000003,TRUE,Relic,Time,17,64.7,1.5
Elysian,Training Ground,Common,15,12,16.5,TRUE,Spell,Time,17,70.6,1.2
Elysian,Devotee of the Sands,Common,13,8,13,FALSE,Unit,Time,17,47.1,1.6
Elysian,Sauropod Crasher,Common,13,8,13,FALSE,Unit,Time,17,47.1,1.6
Elysian,Horn of Plenty,Common,13,9,13,FALSE,Relic,Time,17,52.9,1.4
Elysian,Awakened Sentinel,Common,11,8,12.100000000000001,TRUE,Unit,Time,17,47.1,1.4
Elysian,Cobalt Coin,Common,12,9,12,FALSE,Power,Primal,17,52.9,1.3
Elysian,Lightning Strike,Common,10,8,11,TRUE,Fast Spell,Primal,17,47.1,1.2
Elysian,Seek Power,Common,10,7,11,TRUE,Spell,Neutral,17,41.2,1.4
Elysian,Dispel,Common,10,6,11,TRUE,Spell,Time,17,35.3,1.7
Elysian,Learned Herbalist,Common,10,9,11,TRUE,Unit,Time,17,52.9,1.1
Elysian,Amber Coin,Common,10,8,10,FALSE,Power,Time,17,47.1,1.2
Elysian,Arcanum Elite,Common,10,7,10,FALSE,Unit,Time,17,41.2,1.4
Elysian,Watchful Amanera,Common,9,8,9.9,TRUE,Unit,Time,17,47.1,1.1
Elysian,Fledgling Owlet,Common,9,5,9,FALSE,Unit,Primal,17,29.4,1.8
Elysian,Displaced Oryctodon,Common,9,8,9,FALSE,Unit,Time,17,47.1,1.1
Elysian,Submerged Titan,Common,9,6,9,FALSE,Unit,Time,17,35.3,1.5
Elysian,Corrupted Behemoth,Common,9,7,9,FALSE,Unit,Time,17,41.2,1.3
Elysian,Flash Freeze,Common,8,6,8.8,TRUE,Fast Spell,Primal,17,35.3,1.3
Elysian,Scaly Gruan,Common,8,6,8.8,TRUE,Unit,Primal,17,35.3,1.3
Elysian,Avirax Familiar,Common,8,7,8.8,TRUE,Unit,Time,17,41.2,1.1
Elysian,Belligerent Yeti,Common,8,6,8,FALSE,Unit,Primal,17,35.3,1.3
Elysian,Yeti Instigator,Common,8,7,8,FALSE,Unit,Primal,17,41.2,1.1
Elysian,Omnivorous Vorlunk,Common,8,5,8,FALSE,Unit,Time,17,29.4,1.6
Elysian,Hold Under,Common,7,7,7,FALSE,Spell,Primal,17,41.2,1
Elysian,Blink,Common,7,5,7,FALSE,Fast Spell,Time,17,29.4,1.4
Elysian,Advance Scout,Common,6,5,6.6000000000000005,TRUE,Unit,Primal,17,29.4,1.2
Elysian,Deft Strike,Common,6,4,6.6000000000000005,TRUE,Spell,Time,17,23.5,1.5
Elysian,Quicksilver Ooze,Common,6,6,6,FALSE,Unit,Time,17,35.3,1
Elysian,Tremorshocker,Common,6,5,6,FALSE,Unit,Time,17,29.4,1.2
Elysian,Refresh,Common,5,4,5.5,TRUE,Fast Spell,Time,17,23.5,1.2
Elysian,Fend Off,Common,5,4,5,FALSE,Fast Spell,Primal,17,23.5,1.2
Elysian,Death from Above,Common,5,5,5,FALSE,Spell,Primal,17,29.4,1
Elysian,Snowmass Jotun,Common,5,5,5,FALSE,Unit,Primal,17,29.4,1
Elysian,Voracious Fosora,Common,4,2,4.4,TRUE,Unit,Primal,17,11.8,2
Elysian,Torrential Downpour,Common,4,4,4.4,TRUE,Spell,Primal,17,23.5,1
Elysian,Furnish,Common,4,4,4,FALSE,Fast Spell,Primal,17,23.5,1
Elysian,Camp Surveyor,Common,4,3,4,FALSE,Unit,Primal,17,17.6,1.3
Elysian,Elder Meditant,Common,4,4,4,FALSE,Unit,Primal,17,23.5,1
Elysian,Horned Vorlunk,Common,3,3,3.3000000000000003,TRUE,Unit,Time,17,17.6,1
Elysian,Cloudsnake Hatchling,Common,3,3,3.3000000000000003,TRUE,Unit,Primal,17,17.6,1
Elysian,Cryptic Etchings,Common,3,3,3.3000000000000003,TRUE,Relic,Time,17,17.6,1
Elysian,Crystal Dirk,Common,3,3,3.3000000000000003,TRUE,Weapon,Primal,17,17.6,1
Elysian,Diving Pteriax,Common,3,3,3,FALSE,Unit,Primal,17,17.6,1
Elysian,Mute,Common,3,3,3,FALSE,Fast Spell,Time,17,17.6,1
Elysian,Backlash,Common,2,2,2.2,TRUE,Fast Spell,Primal,17,11.8,1
Elysian,Trailblaze,Common,2,2,2.2,TRUE,Fast Spell,Primal,17,11.8,1
Elysian,Cirso's Meddling,Common,2,1,2.2,TRUE,Fast Spell,Primal,17,5.9,2
Elysian,Iron Hook,Common,2,2,2.2,TRUE,Relic Weapon,Neutral,17,11.8,1
Elysian,Murderous Flock,Common,2,2,2,FALSE,Unit,Primal,17,11.8,1
